"identifier","context","text"
"absentTaxa:label","Label for Absent Taxa http://rs.tdwg.org/dwc/terms/absentTaxa","Taxon Absent"
"absentTaxa:rdfs_comment","Comment for Absent Taxa http://rs.tdwg.org/dwc/terms/absentTaxa","Une liste (concaténée et séparée) de taxons répertoriés comme absent pendant le dwc:Event."
"absentTaxa:dcterms_description","Description for Absent Taxa http://rs.tdwg.org/dwc/terms/absentTaxa","Les absences peuvent être signalées à n'importe quel niveau taxonomique. La pratique optimale recommandée est de séparer les différentes valeurs d'une liste par une barre verticale (` | `). Ce terme a un équivalent dans le dwciri: namespace qui n'autorise qu'un IRI comme valeur, alors que ce terme autorise n'importe quelle valeur sous forme de chaîne de caractères."
"abundanceCap:label","Label for Abundance Cap http://rs.tdwg.org/dwc/terms/abundanceCap","Plafond d'Abondance"
"abundanceCap:rdfs_comment","Comment for Abundance Cap http://rs.tdwg.org/dwc/terms/abundanceCap","Le nombre maximum de dwc:Organisms répertorié."
"areNonTargetTaxaFullyReported:label","Label for Are Non-target Taxa Fully Reported http://rs.tdwg.org/dwc/terms/areNonTargetTaxaFullyReported","Les Taxons non Ciblés sont-ils Entièrement Répertoriés"
"areNonTargetTaxaFullyReported:rdfs_comment","Comment for Are Non-target Taxa Fully Reported http://rs.tdwg.org/dwc/terms/areNonTargetTaxaFullyReported","Chaque dwc:Organism qui était en dehors du champ taxonomique cible (la combinaison de eco:targetTaxonomicScope et eco:excludedTaxonomicScope), détectable en utilisant le protocole donné (indiqué dans eco:protocolDescription et dwc:samplingProtocol) et détecté pendant le dwc:Event, a été répertorié."
"areNonTargetTaxaFullyReported:dcterms_description","Description for Are Non-target Taxa Fully Reported http://rs.tdwg.org/dwc/terms/areNonTargetTaxaFullyReported","Ce terme a pour but d'indiquer à l'utilisateur des données si des taxons non visés ont été détectés, mais n'ont pas été signalés. Ce terme n'est pertinent que si le dwc:Event a utilisé des méthodes de recherche restreinte ou de recherche ouverte et si un champ taxonomique cible est déclaré. La portée taxonomique est basée sur la combinaison de eco:targetTaxonomicScope et eco:excludedTaxonomicScope. Dans les dwc:Events qui ont utilisé soit une méthode de recherche restreinte, soit une méthode de recherche ouverte et qui ont déclaré un champ taxonomique, si tous les dwc:Organisms qui ne sont pas inclus dans le champ taxonomique cible et qui ont été détectés pendant le dwc:Event ont été signalés, la valeur de ce terme devrait être « true », sinon la valeur de ce terme devrait être « false »."
"compilationSourceTypes:label","Label for Compilation Source Types http://rs.tdwg.org/dwc/terms/compilationSourceTypes","Types de Sources de la Compilation"
"compilationSourceTypes:rdfs_comment","Comment for Compilation Source Types http://rs.tdwg.org/dwc/terms/compilationSourceTypes","Les types de sources de données contribuant à la compilation présentée."
"compilationSourceTypes:dcterms_description","Description for Compilation Source Types http://rs.tdwg.org/dwc/terms/compilationSourceTypes","Ce terme n'est pertinent que si le dwc:Event est une compilation dans laquelle un ou plusieurs types de sources de données ont été utilisés. La pratique optimale recommandée est d'utiliser un vocabulaire contrôlé et de séparer les différentes valeurs d'une liste par une barre verticale (` | `). Ce terme a un équivalent dans le dwciri: namespace qui n'autorise qu'un IRI comme valeur, alors que ce terme autorise n'importe quelle valeur sous forme de chaîne de caractères."
"compilationTypes:label","Label for Compilation Types http://rs.tdwg.org/dwc/terms/compilationTypes","Types de Compilation"
"compilationTypes:rdfs_comment","Comment for Compilation Types http://rs.tdwg.org/dwc/terms/compilationTypes","Une déclaration précisant si les données rapportées sont dérivées d'événements d'échantillonnage, de données auxiliaires compilées à partir d'autres sources, ou d'une combinaison des deux."
"compilationTypes:dcterms_description","Description for Compilation Types http://rs.tdwg.org/dwc/terms/compilationTypes","Ce terme n'est pertinent que si le dwc:Event est un inventaire. La pratique optimale recommandée est d'utiliser un vocabulaire contrôlé. La pratique optimale recommandée est de séparer les valeurs d'une liste par une barre verticale (` | `). Ce terme a un équivalent dans le dwciri: namespace qui n'autorise qu'un IRI comme valeur, alors que ce terme autorise n'importe quelle valeur sous forme de chaîne de caractères."
"eventDurationUnit:label","Label for Event Duration Unit http://rs.tdwg.org/dwc/terms/eventDurationUnit","Unité de la Durée de l'Événement"
"eventDurationUnit:rdfs_comment","Comment for Event Duration Unit http://rs.tdwg.org/dwc/terms/eventDurationUnit","Les unités associées à la eco:eventDurationValue."
"eventDurationUnit:dcterms_description","Description for Event Duration Unit http://rs.tdwg.org/dwc/terms/eventDurationUnit","La pratique optimale recommandée est d'utiliser un vocabulaire contrôlé. Ce terme a un équivalent dans le dwciri: namespace qui n'autorise qu'un IRI comme valeur, alors que ce terme autorise n'importe quelle valeur sous forme de chaîne de caractères."
"eventDurationValue:label","Label for Event Duration Value http://rs.tdwg.org/dwc/terms/eventDurationValue","Valeur de la Durée de l'Événement"
"eventDurationValue:rdfs_comment","Comment for Event Duration Value http://rs.tdwg.org/dwc/terms/eventDurationValue","La valeur numérique de la durée du dwc:Event."
"eventDurationValue:dcterms_description","Description for Event Duration Value http://rs.tdwg.org/dwc/terms/eventDurationValue","Une eco:eventDurationValue doit avoir une eco:eventDurationUnit correspondante."
"excludedDegreeOfEstablishmentScope:label","Label for Excluded Degree of Establishment Scope http://rs.tdwg.org/dwc/terms/excludedDegreeOfEstablishmentScope",""
"excludedDegreeOfEstablishmentScope:rdfs_comment","Comment for Excluded Degree of Establishment Scope http://rs.tdwg.org/dwc/terms/excludedDegreeOfEstablishmentScope",""
"excludedDegreeOfEstablishmentScope:dcterms_description","Description for Excluded Degree of Establishment Scope http://rs.tdwg.org/dwc/terms/excludedDegreeOfEstablishmentScope","La pratique optimale recommandée consiste à utiliser les chaînes de caractères du vocabulaire contrôlé correspondant (http://rs.tdwg.org/dwcdoe/) pour dwc:degreeOfEstablishment. Pour plus de détails, voir https://doi.org/10.3897/biss.3.38084. La pratique optimale recommandée est de séparer les valeurs d'une liste par une barre verticale (` | `). Ce terme a un équivalent dans le dwciri: namespace qui n'autorise qu'un IRI comme valeur, alors que ce terme autorise n'importe quelle valeur sous forme de chaîne de caractères."
"excludedGrowthFormScope:label","Label for Excluded Growth Form Scope http://rs.tdwg.org/dwc/terms/excludedGrowthFormScope",""
"excludedGrowthFormScope:rdfs_comment","Comment for Excluded Growth Form Scope http://rs.tdwg.org/dwc/terms/excludedGrowthFormScope",""
"excludedGrowthFormScope:dcterms_description","Description for Excluded Growth Form Scope http://rs.tdwg.org/dwc/terms/excludedGrowthFormScope","La pratique optimale recommandée est d'utiliser un vocabulaire contrôlé et de séparer les valeurs d'une liste par une barre verticale (` | `). Ce terme a un équivalent dans le dwciri: namespace qui n'autorise qu'un IRI comme valeur, alors que ce terme autorise n'importe quelle valeur sous forme de chaîne de caractères."
"excludedHabitatScope:label","Label for Excluded Habitat Scope http://rs.tdwg.org/dwc/terms/excludedHabitatScope","Habitats Exclus"
"excludedHabitatScope:rdfs_comment","Comment for Excluded Habitat Scope http://rs.tdwg.org/dwc/terms/excludedHabitatScope","Les habitats explicitement exclus de l'échantillonnage pendant le dwc:Event."
"excludedHabitatScope:dcterms_description","Description for Excluded Habitat Scope http://rs.tdwg.org/dwc/terms/excludedHabitatScope","La pratique optimale recommandée est d'utiliser un vocabulaire contrôlé et de séparer les valeurs d'une liste par une barre verticale (` | `). Ce terme a un équivalent dans le dwciri: namespace qui n'autorise qu'un IRI comme valeur, alors que ce terme autorise n'importe quelle valeur sous forme de chaîne de caractères."
"excludedLifeStageScope:label","Label for Excluded Life Stage Scope http://rs.tdwg.org/dwc/terms/excludedLifeStageScope",""
"excludedLifeStageScope:rdfs_comment","Comment for Excluded Life Stage Scope http://rs.tdwg.org/dwc/terms/excludedLifeStageScope",""
